Plan_Size,Storeys,Soil_Profile,Roof_Displacement_mm,Storey_Drift_mm,Beam_Bending_Moment_kNm,Column_Axial_Force_kN,Base_Shear_kN,Bay_Number,Height_m,Aspect_Ratio
6x6,3.0,SFLD2,40.42574565387024,10.035655671745552,50.25390853372627,60.08878996874261,871.5795691644993,7.0,9.0,1.2857142857142858
6x6,4.0,MHMD1,42.290267877622355,9.105667504209901,50.12892458952209,59.8279818797082,852.3142416349099,6.0,12.0,2.0
6x6,5.0,MHMD2,38.04860595451575,8.886295148361322,48.85662359801152,59.8282347109932,899.593358804302,6.0,15.0,2.5
6x6,4.0,HBLD1,36.90104312838716,8.299738482107072,47.91981610455709,59.770993106964255,913.9187131158507,5.0,12.0,2.4
6x6,5.0,HBLD2,41.293407023730595,6.616398690565662,27.653284830595325,77.7278471766406,1279.5799268965166,7.0,15.0,2.142857142857143
4x4,5.0,FBLS,29.030949550977304,6.806838091622417,29.12958520411329,76.72280724118659,664.8819192997496,4.0,15.0,3.75
4x4,4.0,SFLD1,53.19954428928974,11.039817742540011,46.41425630818236,79.21793965051181,391.11364570603166,4.0,12.0,3.0
4x4,4.0,SFLD2,40.8852420454473,10.06262209291305,46.16267597345491,79.26328969274775,414.64574334356274,5.0,12.0,2.4
4x4,4.0,MHMD1,54.71402282709153,10.30510935077223,46.73586070338106,80.03487580009921,405.9817490985416,3.0,12.0,4.0
4x4,4.0,MHMD2,53.9284601298423,9.259884589232874,44.621751525975476,81.46955279148007,412.3600226958753,3.0,12.0,4.0
4x4,4.0,HBLD1,53.87499784535714,9.24130083702225,45.68501925082709,81.23255767177966,416.5539387126017,3.0,12.0,4.0
4x4,3.0,HBLD2,33.86731122712278,7.644353591494682,29.30890372382286,93.28125406867318,637.4836719221412,3.0,9.0,3.0
4x4,6.0,FBLS,30.409527744585695,7.119075602690634,29.267638918272684,77.91612446337092,650.5312397399094,4.0,18.0,4.5
4x4,6.0,SFLD1,106.02705288505096,15.99436779101759,44.50323079285168,89.83185104923162,488.0313396363338,4.0,18.0,4.5
4x4,6.0,SFLD2,108.4122760156322,14.939901057725011,45.14125711099424,89.47984320758609,494.51803498583945,4.0,18.0,4.5
4x4,5.0,MHMD1,91.84492887655101,15.410728140647834,44.8388912558648,89.90414784762523,479.4958403963749,5.0,15.0,3.0
4x4,6.0,MHMD2,81.65474701521832,13.040247396663617,43.31229403903138,90.89769182535498,499.70958319978956,4.0,18.0,4.5
4x4,5.0,HBLD1,95.1765394231286,13.610642682929468,43.32048149971161,91.01710192920986,468.757471552521,4.0,15.0,3.75
4x4,7.0,HBLD2,46.475039079864175,7.462398092833062,29.377595387928082,96.25468463959615,612.2410010639646,5.0,21.0,4.2
4x4,8.0,FBLS,38.429360183330424,7.136094830925308,28.932183198231353,79.71413015524266,634.1326105505086,4.0,24.0,6.0
4x4,8.0,SFLD1,191.49981469750014,22.036447085818313,46.46248892205015,93.94620252508052,569.317750027529,4.0,24.0,6.0
4x4,8.0,SFLD2,186.79131039429103,21.158129698618293,47.41559505877314,95.07473708983949,586.6712080581641,4.0,24.0,6.0
4x4,8.0,MHMD1,191.40552252146432,21.749542953099297,47.52519087053391,96.07438754005427,590.9642267591138,4.0,24.0,6.0
4x4,8.0,MHMD2,154.14021399308564,18.19350081918242,45.70789618001828,95.01745641219456,547.3440376315841,3.0,24.0,8.0
4x4,8.0,HBLD1,162.7515333156302,18.613707654805285,46.02512128138324,95.78006390576137,578.1908284424474,3.0,24.0,8.0
4x4,6.0,HBLD2,58.478246199878114,6.930168762796203,29.737603226850002,96.91589495074422,558.7869300956585,4.0,18.0,4.5
4x4,10.0,FBLS,63.1758162669294,7.554233225429907,29.614375912232862,81.81544447079494,661.5048254729498,4.0,30.0,7.5
4x4,10.0,SFLD1,303.64945945776503,28.61084924790475,51.66619015011824,97.97453749831232,662.589920402779,4.0,30.0,7.5
4x4,10.0,SFLD2,299.1660039031398,29.51489220352437,50.15897567011836,97.3649130317239,638.3997065754955,4.0,30.0,7.5
4x4,11.0,MHMD1,314.6441180148343,28.698044813959466,50.78444901706453,96.47491626485541,681.4701978147497,4.0,33.0,8.25
4x4,9.0,MHMD2,255.83067267782516,25.35864264871818,50.15831132000384,97.60144780660754,665.4550471196653,4.0,27.0,6.75
4x4,10.0,HBLD1,250.43556459919972,24.675009773056797,49.63926703625679,98.07424898754736,654.3630442548099,4.0,30.0,7.5
4x4,9.0,HBLD2,72.09310361280193,8.695509162221498,31.758087620486847,97.979098077834,676.980203424836,4.0,27.0,6.75
4x4,13.0,FBLS,90.60305776000618,9.743683115621593,30.565681846478572,83.27242422244635,728.1026357410262,4.0,39.0,9.75
4x4,12.0,SFLD1,466.2292747068348,36.92828992233889,54.59251902457517,99.63990278759685,733.6381081216311,4.0,36.0,9.0
4x4,12.0,SFLD2,452.17102743054147,36.41366811745438,54.0134168635317,99.39617215861331,723.1789114563818,3.0,36.0,12.0
4x4,12.0,MHMD1,473.5931721169026,36.9442822435131,56.03474202769083,100.41037911846031,763.2504474389232,4.0,36.0,9.0
4x4,12.0,MHMD2,390.05712081937,31.150544438812616,54.29176240665144,101.15007821561105,748.8978056929661,4.0,36.0,9.0
4x4,12.0,HBLD1,391.11884988994194,30.34199296933541,54.22109420379563,100.95682775129319,752.0939063304244,4.0,36.0,9.0
4x4,13.0,HBLD2,106.59599746468741,10.796100492995615,36.297756298441406,98.04718614256065,748.5914899786039,3.0,39.0,13.0
6x6,4.0,FBLS,26.239596384339663,7.331863920117965,26.71925938952938,67.30308879822475,1320.787060467765,6.0,12.0,2.0
6x6,4.0,SFLD1,43.6521812601075,10.485993972220559,49.61488081029993,59.20956165117509,865.3430028953289,7.0,12.0,1.7142857142857142
6x6,4.0,SFLD2,51.49889668161957,9.81120075809765,48.82609963182538,60.715992144140166,867.2275386967341,6.0,12.0,2.0
6x6,4.0,MHMD1,44.59664738518197,9.491454247908312,49.200414293810674,60.175170186845584,865.6315386438545,6.0,12.0,2.0
6x6,3.0,MHMD2,46.49159216178294,9.09796995406575,48.87363694234147,58.41253439757775,907.9726267157185,5.0,9.0,1.8
6x6,4.0,HBLD1,38.41057709657394,9.105038627628948,49.39928606988174,59.383573708802885,913.4643663873123,5.0,12.0,2.4
6x6,4.0,HBLD2,28.486493487803525,7.640832266638957,27.51795890718749,78.68792417268527,1264.7436624464058,7.0,12.0,1.7142857142857142
4x4,4.0,FBLS,32.5502460913619,6.606513845126193,29.642183405550888,74.48212446934463,668.2526343673052,4.0,12.0,3.0
4x4,3.0,SFLD1,38.12837884710312,9.81289803409496,46.5566769293576,79.72813672045045,427.0758601743933,5.0,9.0,1.8
4x4,3.0,SFLD2,60.33559606945181,11.218399873647774,46.724009812352016,79.12089020341188,414.3725176882429,4.0,9.0,2.25
4x4,5.0,MHMD1,62.577478538655015,10.718695505550512,46.657165893434744,79.17737912926812,432.5470718959942,4.0,15.0,3.75
4x4,4.0,MHMD2,42.89571577067146,9.476866197763792,45.27442602383863,80.1739202178631,427.23135977485674,3.0,12.0,4.0
4x4,4.0,HBLD1,47.73243139512113,9.097064416175737,44.936593993017546,80.5318042316325,413.7187001686864,4.0,12.0,3.0
4x4,3.0,HBLD2,23.375464431433866,7.732582999147419,29.002426786235628,93.48677258069783,639.2891356207159,5.0,9.0,1.8
4x4,5.0,FBLS,24.899078464383994,6.877161772856432,29.451391663404525,78.92724022669447,642.2820523065451,4.0,15.0,3.75
4x4,6.0,SFLD1,98.94907784589957,15.708261787698207,44.238047983847004,88.68268402139245,490.13783720642914,3.0,18.0,6.0
4x4,6.0,SFLD2,100.28532606972351,14.91414650379141,44.84865949761527,89.94150909774828,540.4411874672356,4.0,18.0,4.5
4x4,6.0,MHMD1,101.53215796646582,15.02281682845286,44.77717115680433,90.07075672839323,506.62435716066295,4.0,18.0,4.5
4x4,7.0,MHMD2,82.74732802172434,13.771410092723716,43.453251826475764,89.86222997273605,505.0849525644308,4.0,21.0,5.25
4x4,6.0,HBLD1,84.26467568741826,13.821714588475311,44.225303175359,89.68918693931815,490.58006266493123,5.0,18.0,3.6
4x4,7.0,HBLD2,40.50593686556939,7.754765612907114,29.61735605390072,95.81651439833986,630.4085278240841,4.0,21.0,5.25
4x4,8.0,FBLS,43.667030928395704,6.709707725709519,29.37053848186759,79.28072778084449,635.8938761392938,4.0,24.0,6.0
4x4,7.0,SFLD1,189.80745405840753,21.257082489427685,47.11859031487914,94.44247689547092,598.0578653722486,3.0,21.0,7.0
4x4,9.0,SFLD2,190.73699338116717,21.544780569406463,46.91274217481175,95.42141878845986,597.583836521386,4.0,27.0,6.75
4x4,7.0,MHMD1,202.16797435994548,21.06521846107516,46.51387745252422,94.86276456878996,565.2158189929626,4.0,21.0,5.25
4x4,8.0,MHMD2,165.98486351511943,19.21342382643982,46.06962557583588,94.15240218669196,568.82425796417,4.0,24.0,6.0
4x4,8.0,HBLD1,160.04587573554068,17.415191834041078,46.0167907140882,96.4747793882056,569.8606322396316,4.0,24.0,6.0
4x4,9.0,HBLD2,48.626151593822755,7.128839696649081,29.154395428104305,96.1127047214915,577.6654798656031,4.0,27.0,6.75
4x4,11.0,FBLS,67.51666853015756,7.627132065279905,29.110452362655142,81.42608893243722,665.8208903247398,4.0,33.0,8.25
4x4,10.0,SFLD1,305.7277115788935,27.29452878979791,50.56230222164556,98.13760539607584,657.1209972109632,4.0,30.0,7.5
4x4,10.0,SFLD2,300.07584178079156,27.984533798146614,51.19806048660004,98.37958832761139,682.914162276867,4.0,30.0,7.5
4x4,10.0,MHMD1,308.8038422294854,28.948023460447164,51.5275547755049,99.25503478419203,681.2732020545438,3.0,30.0,10.0
4x4,10.0,MHMD2,247.23199569988148,24.58443368868246,49.71875045586719,97.24222240163944,662.5968550288586,4.0,30.0,7.5
4x4,10.0,HBLD1,254.99539806255402,25.319782991141675,51.06329093883855,98.8712141125096,681.7681358532366,4.0,30.0,7.5
4x4,9.0,HBLD2,80.65045218618334,9.61648081942856,31.921194646999446,97.74686513312226,677.2025752441469,4.0,27.0,6.75
4x4,12.0,FBLS,87.81480456392894,9.216397161150176,29.923978876960078,83.2501212095519,741.2455369024499,4.0,36.0,9.0
4x4,12.0,SFLD1,459.7687196347435,36.86929459880446,55.06663305162136,100.49586959806814,726.0152406258603,4.0,36.0,9.0
4x4,13.0,SFLD2,460.23281895762693,36.75142387123993,54.51577050221306,100.59219314850368,743.5199362402344,4.0,39.0,9.75
4x4,12.0,MHMD1,455.53711806824685,35.454543415700975,54.68260975953936,99.0744539476798,739.3505256959605,4.0,36.0,9.0
4x4,12.0,MHMD2,395.8793496136795,30.625329565545865,53.985063916248926,101.40655341597886,747.6680456371694,3.0,36.0,12.0
4x4,12.0,HBLD1,381.1294768646018,31.337983631924075,53.796385251414094,99.23860418517113,746.5219702183053,4.0,36.0,9.0
4x4,12.0,HBLD2,109.3909402552339,10.643608176313442,37.13119065331047,96.90607173523107,746.2658307383463,4.0,36.0,9.0
6x6,4.0,FBLS,28.893496696875758,6.94806148682956,26.469032130762116,68.09846079722861,1320.297631574666,6.0,12.0,2.0
6x6,5.0,SFLD1,38.26658565276534,9.184636240219056,49.032807187961815,60.7013380776995,852.7308088529966,6.0,15.0,2.5
6x6,4.0,SFLD2,45.141929129680854,10.056783543531246,49.94208109202734,59.238011511447944,868.5999573879313,6.0,12.0,2.0
6x6,4.0,MHMD1,38.52895319009121,10.316557667299703,49.13850933279311,59.419074973374904,860.2839162541036,6.0,12.0,2.0
6x6,4.0,MHMD2,50.6905265507452,9.147061562580534,47.9824439839786,60.35838498436136,915.8742964297533,6.0,12.0,2.0
6x6,4.0,HBLD1,33.66696446496162,9.171659624454206,49.05555476126496,59.223213290983914,923.2761459151026,6.0,12.0,2.0
6x6,4.0,HBLD2,22.769831621412376,6.5934636130384074,26.80273726953501,77.67781660628177,1250.1047345562376,6.0,12.0,2.0
4x4,4.0,FBLS,18.344867850929845,6.755170370999943,29.17050423093424,76.07438618760638,686.3539641980624,4.0,12.0,3.0
4x4,4.0,SFLD1,56.21214362998592,10.239565152899852,46.793140577094185,79.47796960508146,427.9556345695521,4.0,12.0,3.0
4x4,4.0,SFLD2,41.712720201282,10.62340970742201,46.074425233822765,78.20643043836272,415.0836110526684,4.0,12.0,3.0
4x4,4.0,MHMD1,53.32293621517595,11.326710597051193,45.887738401787956,78.13577183719188,402.35586638170776,4.0,12.0,3.0
4x4,4.0,MHMD2,43.130422828113836,9.179308136253793,45.63830369312817,80.47443380444656,409.7343743292332,5.0,12.0,2.4
4x4,4.0,HBLD1,54.34057494045996,9.793575182429317,44.63561792856607,80.89748051077778,399.62658182049285,5.0,12.0,2.4
4x4,4.0,HBLD2,26.72649648679736,7.143642797949334,29.62781079504003,93.54007070743704,628.2000361394281,5.0,12.0,2.4
4x4,7.0,FBLS,45.461000411002765,7.322651260320416,28.92867199203539,79.05434708018659,651.2925690017734,4.0,21.0,5.25
4x4,6.0,SFLD1,100.45981007559783,16.052263486124815,43.73208573071578,90.13157474095829,491.2008624056111,4.0,18.0,4.5
4x4,6.0,SFLD2,110.64908449685579,15.69427465252536,44.220232957861796,89.05479957667494,494.90965148493433,4.0,18.0,4.5
4x4,7.0,MHMD1,117.78433704974563,14.738375964585014,44.61342916904656,89.67021392252607,501.4849884629439,4.0,21.0,5.25
4x4,6.0,MHMD2,82.0129559122754,13.13714880996117,43.34631720392385,91.98303458767975,493.69856729921486,4.0,18.0,4.5
4x4,7.0,HBLD1,91.16515072404117,14.008736144855485,43.59916255910162,89.54579650645148,485.7070941967082,3.0,21.0,7.0
4x4,7.0,HBLD2,59.07695551914249,7.53762145274709,30.118547019489462,95.49615458747576,614.5497818679223,4.0,21.0,5.25
4x4,9.0,FBLS,49.298085873281984,6.662443546419757,28.587508530735363,79.7185181433238,616.3696347891747,4.0,27.0,6.75
4x4,8.0,SFLD1,186.56578223122625,21.079673540500465,46.49134528158379,95.30320143537517,577.0237790631752,4.0,24.0,6.0
4x4,8.0,SFLD2,191.45592376887487,21.80529680225757,46.783230509259894,95.67039475454749,592.7920890124994,4.0,24.0,6.0
4x4,7.0,MHMD1,186.4264390922506,21.94395260462293,47.56721512403065,94.586913972835,577.026526978977,5.0,21.0,4.2
4x4,8.0,MHMD2,146.92182869189,18.56851013591034,46.88082852059438,96.06317936021453,596.9764204019714,3.0,24.0,8.0
4x4,8.0,HBLD1,166.029325955397,19.739776039499734,45.18598976342834,96.78546753279765,593.6604506495388,4.0,24.0,6.0
4x4,9.0,HBLD2,39.321869645278746,7.892804827789646,30.229088020880862,96.50342723799989,581.2288246700715,4.0,27.0,6.75
4x4,10.0,FBLS,62.73534853423332,7.753952841891792,29.32442945452832,82.20430679624114,651.8017075559702,3.0,30.0,10.0
4x4,10.0,SFLD1,311.65494297313217,28.261220827654785,51.35267359319159,97.58310730332619,662.1464222361824,4.0,30.0,7.5
4x4,9.0,SFLD2,301.13077429005625,28.185353803035984,50.67818050572261,97.98261987041408,673.930724753894,5.0,27.0,5.4
4x4,10.0,MHMD1,298.862015698794,28.809867422421533,50.12111222736094,97.85423173584464,657.8696819687291,4.0,30.0,7.5
4x4,10.0,MHMD2,262.556694333214,24.33704066933726,50.54737295196169,98.85220087926541,671.5341779468218,5.0,30.0,6.0
4x4,11.0,HBLD1,250.91272516637227,25.367734322195926,49.84955227719563,99.11937692809151,674.4693008175201,4.0,33.0,8.25
4x4,10.0,HBLD2,68.68546587944124,9.578868778117723,31.34492905800446,97.18814747487068,655.0959489690974,4.0,30.0,7.5
4x4,11.0,FBLS,91.59724443326468,9.311730125636434,29.766900545658,84.344922946398,739.0433908664183,5.0,33.0,6.6
4x4,12.0,SFLD1,459.9290825965095,36.15807066603418,54.9948865247709,100.98258012416868,752.6143841599694,4.0,36.0,9.0
4x4,13.0,SFLD2,452.79114325078797,36.399609220117085,54.783792185966206,100.5349100687515,747.1339076894523,4.0,39.0,9.75
4x4,12.0,MHMD1,465.44614601574034,37.31847695174948,55.07793714805458,99.64186803742513,738.945565341169,5.0,36.0,7.2
4x4,13.0,MHMD2,391.10560446029723,31.021633213163028,54.47606682173183,99.85909255465243,742.2083687305262,4.0,39.0,9.75
4x4,12.0,HBLD1,385.55915631974835,31.824831555538648,53.97744498110399,99.72767833641409,744.9608581152876,4.0,36.0,9.0
4x4,12.0,HBLD2,105.28958468032779,10.576204183258396,36.76776203778603,98.27195132693717,730.3576918952858,4.0,36.0,9.0
6x6,4.0,FBLS,29.275340979740722,6.8346496106041705,26.366044166337197,67.47597578419635,1322.662133862335,7.0,12.0,1.7142857142857142
6x6,4.0,SFLD1,52.66011462581244,9.275018103093895,49.59378608007057,59.883505188707126,859.9020514804204,6.0,12.0,2.0
6x6,4.0,SFLD2,42.74704347705677,9.565081804812458,49.247531710417604,58.731591414266774,837.3765454859333,6.0,12.0,2.0
6x6,4.0,MHMD1,49.05549381572524,9.700389393464746,49.86862607525707,59.979637496630225,864.3467244976117,6.0,12.0,2.0
6x6,4.0,MHMD2,45.13331422898827,9.19212534249453,49.001811329753146,59.43128331770845,906.6731047030632,6.0,12.0,2.0
6x6,3.0,HBLD1,47.2469862942792,8.277843569342833,48.136442387545415,60.29388108278583,930.423764750837,6.0,9.0,1.5
6x6,4.0,HBLD2,27.434517299165815,6.73473708849681,27.93611363297935,79.1979504502803,1256.3488252405434,6.0,12.0,2.0
4x4,3.0,FBLS,21.504653939307286,7.108006969867896,29.04897075533603,75.3852475118223,657.5973475517998,5.0,9.0,1.8
4x4,4.0,SFLD1,50.58975730295639,10.110010780965597,46.07492082550369,79.55403464480507,422.5576458357707,5.0,12.0,2.4
4x4,4.0,SFLD2,44.52449955657013,9.69732296952725,46.42221117531439,78.73292104172286,414.6384766741292,3.0,12.0,4.0
4x4,4.0,MHMD1,35.00510440966117,10.796739640677176,47.12676310659552,79.4975981237616,423.7342759756839,5.0,12.0,2.4
4x4,4.0,MHMD2,53.0508616283512,9.328416939815016,45.125796109869334,79.89768530951724,415.800775586626,3.0,12.0,4.0
4x4,3.0,HBLD1,46.1147755724158,9.491361093809132,45.771699238317474,78.98863326138985,407.000837088278,3.0,9.0,3.0
4x4,3.0,HBLD2,40.120986755826614,6.8706580281888545,28.671145776551853,94.18091592963363,626.8921681526032,4.0,9.0,2.25
4x4,7.0,FBLS,43.779045362585414,7.117913482578905,29.347091145270912,78.05728243205837,637.99600298251,4.0,21.0,5.25
4x4,6.0,SFLD1,101.53647114444207,15.098087223728102,44.44075746706226,89.98926640512066,501.3393680426303,4.0,18.0,4.5
4x4,6.0,SFLD2,103.3602652748727,15.282055640210466,44.60103288799602,89.20901785040994,511.103001722181,4.0,18.0,4.5
4x4,6.0,MHMD1,107.72988977243322,15.01088014071155,44.443272239324465,89.1391950565251,491.1490948780516,4.0,18.0,4.5
4x4,6.0,MHMD2,95.7062987337273,12.678783643919823,43.88350987697796,90.62306549842351,502.81813152398064,4.0,18.0,4.5
4x4,6.0,HBLD1,91.37129746960805,14.710448703540017,42.41546453288959,91.35535399378753,481.78238811664363,4.0,18.0,4.5
4x4,6.0,HBLD2,48.01969661342504,6.82017868742433,29.130504419070984,95.1573179589426,616.8321627010607,5.0,18.0,3.6
4x4,8.0,FBLS,46.85367304650008,7.296486403647595,28.870792443113025,80.20821397347044,631.683429150518,5.0,24.0,4.8
4x4,8.0,SFLD1,179.44007646282242,20.625421840854756,45.98518843005948,94.62927619378026,565.5184151084953,4.0,24.0,6.0
4x4,8.0,SFLD2,185.71388913381776,20.518173724650488,46.67728732749425,93.8285194156391,577.6775789956074,4.0,24.0,6.0
4x4,8.0,MHMD1,187.530718886726,21.516625745419418,46.8951419165564,95.47391858372049,586.6661942243047,4.0,24.0,6.0
4x4,8.0,MHMD2,150.32469407599154,18.643106514429245,45.73116934057212,95.92524824909353,551.0001608567987,3.0,24.0,8.0
4x4,8.0,HBLD1,149.41500323750452,19.161251559555364,45.793646945343674,95.79574236266079,592.7205172578645,4.0,24.0,6.0
4x4,8.0,HBLD2,55.81052727121841,7.690430720141372,29.85423460631871,96.34077828490135,590.3462793191212,4.0,24.0,6.0
4x4,9.0,FBLS,62.80556581517967,7.798597700877489,29.67169948332346,82.08122746285603,669.6641147861869,4.0,27.0,6.75
4x4,9.0,SFLD1,302.4140324947041,28.197404610022648,50.49155969909199,98.55564707829434,658.6267619699631,3.0,27.0,9.0
4x4,10.0,SFLD2,301.1095758880292,29.36445427256701,50.666941049254035,99.03162649040411,645.8249496931544,3.0,30.0,10.0
4x4,11.0,MHMD1,313.762343993284,29.092706069806223,50.595486474864174,98.61774241492138,667.8790511430773,4.0,33.0,8.25
4x4,10.0,MHMD2,265.13057383535426,23.975978484580928,49.172345816285315,98.37181954753868,661.8528982769283,5.0,30.0,6.0
4x4,10.0,HBLD1,248.31366757236628,24.588094149071544,50.34482570827859,97.47275291364251,662.9738435317446,5.0,30.0,6.0
4x4,10.0,HBLD2,73.32475720078511,8.94865770761152,32.40758432292853,97.36199678203987,673.2884781825472,4.0,30.0,7.5
4x4,12.0,FBLS,95.46980199113338,8.845255674704912,30.835060922829435,83.50812511194223,753.0971563416581,5.0,36.0,7.2
4x4,12.0,SFLD1,465.21051623533924,37.08787687641329,54.321670072959485,100.4445994240887,764.4250081131513,4.0,36.0,9.0
4x4,13.0,SFLD2,460.88102335903716,37.11641795214409,54.147413820935796,100.86715227486414,747.1535176650465,4.0,39.0,9.75
4x4,12.0,MHMD1,453.5049232401961,36.629211324215596,54.72988340435358,99.91765159850519,738.8952288238804,3.0,36.0,12.0
4x4,12.0,MHMD2,383.3870890439847,31.156133010570567,54.54934919859543,101.63669456542455,743.8087242691096,4.0,36.0,9.0
4x4,13.0,HBLD1,384.50259609370556,32.004428723255906,54.24083595490882,99.10720816421197,749.7120087462039,4.0,39.0,9.75
4x4,12.0,HBLD2,109.11393502523492,10.794606648864576,36.93234169074272,97.92477829454269,755.5773073781704,5.0,36.0,7.2
6x6,4.0,FBLS,37.57462710718281,6.844488174465187,27.122327736168316,67.7467608819175,1300.843627985002,6.0,12.0,2.0
6x6,5.0,SFLD1,40.027883285226224,8.833491669251735,49.35188380755491,58.19027216978735,864.6634325798728,6.0,15.0,2.5
6x6,4.0,SFLD2,37.745660018321885,9.773956215511165,49.58937522744767,59.30778515897677,880.3090074618306,7.0,12.0,1.7142857142857142
6x6,5.0,MHMD1,43.91930584965857,9.942718278049982,50.437746251872156,58.48517183896794,862.2325943843239,6.0,15.0,2.5
6x6,4.0,MHMD2,48.272721227942526,7.387148830891975,48.41996923810416,59.31422262496067,923.0181754639605,5.0,12.0,2.4
6x6,5.0,HBLD1,31.5937146822998,8.820045199964241,47.930259836797255,59.44278292563021,918.7389180014214,6.0,15.0,2.5
6x6,4.0,HBLD2,36.9517150146962,6.661397616056908,27.04380470790187,79.18293634863718,1271.4110062092868,6.0,12.0,2.0
4x4,4.0,FBLS,37.82145421660932,6.521340493425665,29.65740445052841,75.89790441478003,680.1639054063869,4.0,12.0,3.0
4x4,4.0,SFLD1,59.103818385053515,11.075653305461751,46.21085605219306,79.10811901301217,419.97079518626174,4.0,12.0,3.0
4x4,4.0,SFLD2,60.87333211018748,10.91344602670158,46.80485432196847,78.75411781863885,405.2619716837781,4.0,12.0,3.0
4x4,3.0,MHMD1,45.90703040775918,9.711818125323633,46.109914778720025,78.99689124834681,420.05321406780234,4.0,9.0,2.25
4x4,4.0,MHMD2,35.87734296299468,9.223991954549875,46.23724317533192,80.17894518298462,411.8509023444862,3.0,12.0,4.0
4x4,4.0,HBLD1,47.03609661940697,9.133484247495957,44.96386306728843,80.38337009843158,404.28485412371714,3.0,12.0,4.0
4x4,5.0,HBLD2,31.625112351158393,7.656507142093538,28.636353193891885,94.23776541218956,635.202143827833,4.0,15.0,3.75
4x4,6.0,FBLS,40.46345841354802,6.6843431691442365,29.251445097820643,77.84169247035231,661.5940518661569,4.0,18.0,4.5
4x4,6.0,SFLD1,113.86691407670885,15.28287564967667,44.4764990207833,88.97530726429672,503.080277344597,4.0,18.0,4.5
4x4,7.0,SFLD2,92.25322981156435,15.00307212034294,44.58951782551723,88.73389163165481,496.6546397452384,4.0,21.0,5.25
4x4,6.0,MHMD1,109.70501267755563,15.555602340380059,44.54398413400373,91.35199880549632,492.59780737787815,4.0,18.0,4.5
4x4,6.0,MHMD2,81.82065103976049,13.306673284638432,43.091202783263334,89.61967648939422,492.86110725062264,4.0,18.0,4.5
4x4,7.0,HBLD1,94.9583670771852,13.154892927710724,44.32802705512956,90.02016536217077,497.73308438090845,4.0,21.0,5.25
4x4,6.0,HBLD2,37.38394745462536,7.368339277572442,30.188748673937404,95.48877003641184,604.6288529107776,5.0,18.0,3.6
4x4,9.0,FBLS,43.37266573910013,8.180412134684307,29.301648296931894,80.1664578149137,621.7481725255473,4.0,27.0,6.75
4x4,8.0,SFLD1,182.04587623372913,21.27129864690941,46.67831634040255,95.18130287502105,577.5633793658316,5.0,24.0,4.8
4x4,7.0,SFLD2,176.42227930919012,20.973839467520865,47.11053766620529,94.54990485491736,566.4668249560094,4.0,21.0,5.25
4x4,8.0,MHMD1,186.42205219935101,21.748074216396205,47.01028571530678,94.99631775432998,571.4763886466951,4.0,24.0,6.0
4x4,8.0,MHMD2,153.2105686971991,18.491593737328053,46.62600201380414,95.37019609904958,583.6816168215877,4.0,24.0,6.0
4x4,8.0,HBLD1,163.70111482871866,17.88547579167867,46.64075264066772,95.12547254763088,579.7629530470698,3.0,24.0,8.0
4x4,8.0,HBLD2,57.10703019347672,8.5635685493725,29.81831061274063,96.6208073858979,583.8726711248064,4.0,24.0,6.0
4x4,9.0,FBLS,76.8998536341522,7.702002627596552,28.51561700594173,82.38153968181845,653.753210353853,4.0,27.0,6.75
4x4,10.0,SFLD1,305.995070763433,28.469901085804207,51.74410193229788,97.95545306363465,678.0695313808257,4.0,30.0,7.5
4x4,10.0,SFLD2,307.0337162060344,28.72618020728316,51.184335077569806,97.95981255952786,654.4709722336713,4.0,30.0,7.5
4x4,11.0,MHMD1,312.95147468342435,29.47460264596649,50.65167197900231,98.66992406371732,665.1186534467485,4.0,33.0,8.25
4x4,11.0,MHMD2,252.4163666915822,23.769405227757655,50.46597169649176,98.95994176699139,657.8923715927743,5.0,33.0,6.6
4x4,11.0,HBLD1,246.6252946510966,24.70153948087883,49.58875399051717,99.36789147350598,663.0145340141543,4.0,33.0,8.25
4x4,10.0,HBLD2,78.25646194253872,9.874828891378408,32.46276865269652,96.10921115599122,667.1319234287049,5.0,30.0,6.0
4x4,11.0,FBLS,80.176893068075,9.071354246510326,29.69699782327924,83.93308912808824,732.2593704241671,3.0,33.0,11.0
4x4,12.0,SFLD1,477.67290921285115,36.1312191234053,54.61897980735003,100.3741918271509,745.5853437339106,4.0,36.0,9.0
4x4,12.0,SFLD2,470.9542590912052,36.42526169661838,54.83182508386936,99.39966669346965,757.2862193689857,4.0,36.0,9.0
4x4,12.0,MHMD1,475.7217105777011,36.81860368067509,55.19521465903637,100.14485570265009,762.864016366464,4.0,36.0,9.0
4x4,12.0,MHMD2,388.40021476234614,31.924283448163454,54.218738598938714,100.94875888665781,744.3794577021168,3.0,36.0,12.0
4x4,12.0,HBLD1,391.68488955901637,31.128266849870073,54.460462197396,99.71668465376962,746.0573234243215,3.0,36.0,12.0
4x4,12.0,HBLD2,104.15812318291368,10.743996099909172,36.787115117336604,97.9399938152174,767.2599245119671,4.0,36.0,9.0
6x6,5.0,FBLS,32.051329063063974,6.125879162733084,26.585276616279366,68.84096391437222,1326.2708794536784,7.0,15.0,2.142857142857143
6x6,4.0,SFLD1,36.470433441815345,8.921899630830751,49.729101356938045,58.73820285513895,858.5476779700417,6.0,12.0,2.0
